Date,BNB-USD,BTC-USD,ETH-USD
2021-08-15,414.59503173828125,47047.00390625,3310.504150390625
2021-08-16,417.4708557128906,46004.484375,3156.509521484375
2021-08-17,401.9089050292969,44695.359375,3014.845947265625
2021-08-18,398.25146484375,44801.1875,3020.08984375
2021-08-19,430.9888610839844,46717.578125,3182.7021484375
2021-08-20,454.9363098144531,49339.17578125,3286.935302734375
2021-08-21,448.9202575683594,48905.4921875,3226.083984375
2021-08-22,449.0534973144531,49321.65234375,3242.115478515625
2021-08-23,499.8905944824219,49546.1484375,3319.25732421875
2021-08-24,471.595458984375,47706.1171875,3172.456298828125
2021-08-25,502.7862548828125,48960.7890625,3224.915283203125
2021-08-26,479.006103515625,46942.21875,3100.325439453125
2021-08-27,494.4986877441406,49058.66796875,3270.600830078125
2021-08-28,486.1969299316406,48902.40234375,3244.4033203125
2021-08-29,480.28302001953125,48829.83203125,3227.002685546875
2021-08-30,459.4907531738281,47054.984375,3224.374267578125
2021-08-31,464.4187316894531,47166.6875,3433.732666015625
2021-09-01,490.0687255859375,48847.02734375,3834.828125
2021-09-02,483.9210510253906,49327.72265625,3790.989990234375
2021-09-03,488.6047058105469,50025.375,3940.61474609375
2021-09-04,498.07843017578125,49944.625,3887.828369140625
2021-09-05,504.619873046875,51753.41015625,3952.133544921875
2021-09-06,495.9250183105469,52633.53515625,3928.37939453125
2021-09-07,417.5087890625,46811.12890625,3426.394287109375
2021-09-08,415.1131591796875,46091.390625,3497.315185546875
2021-09-09,421.27001953125,46391.421875,3427.340087890625
2021-09-10,401.6217956542969,44883.91015625,3211.505859375
2021-09-11,405.5273742675781,45201.45703125,3270.278076171875
2021-09-12,416.6832275390625,46063.26953125,3410.134521484375
2021-09-13,399.0634460449219,44963.07421875,3285.51171875
2021-09-14,414.2362365722656,47092.4921875,3429.169677734375
2021-09-15,431.42303466796875,48176.34765625,3615.28271484375
2021-09-16,424.64923095703125,47783.359375,3571.294921875
2021-09-17,406.6328125,47267.51953125,3398.538818359375
2021-09-18,410.8092956542969,48278.36328125,3432.018310546875
2021-09-19,408.4716491699219,47260.21875,3329.447998046875
2021-09-20,361.9659118652344,42843.80078125,2958.993408203125
2021-09-21,344.53460693359375,40693.67578125,2764.43115234375
2021-09-22,379.4403381347656,43574.5078125,3077.867919921875
2021-09-23,383.8204040527344,44895.09765625,3155.523681640625
2021-09-24,355.3162841796875,42839.75,2931.669189453125
2021-09-25,349.8800964355469,42716.59375,2925.565673828125
2021-09-26,344.1817626953125,43208.5390625,3062.265380859375
2021-09-27,336.19122314453125,42235.73046875,2934.138916015625
2021-09-28,333.0325927734375,41034.54296875,2807.296630859375
2021-09-29,367.9895935058594,41564.36328125,2853.143310546875
2021-09-30,387.0573425292969,43790.89453125,3001.678955078125
2021-10-01,421.6431884765625,48116.94140625,3307.51611328125
2021-10-02,428.09832763671875,47711.48828125,3391.6943359375
2021-10-03,430.5088195800781,48199.953125,3418.358642578125
2021-10-04,425.7489013671875,49112.90234375,3380.089111328125
2021-10-05,442.7061462402344,51514.8125,3518.5185546875
2021-10-06,435.4013671875,55361.44921875,3580.56201171875
2021-10-07,438.7617492675781,53805.984375,3587.974853515625
2021-10-08,419.10205078125,53967.84765625,3563.75927734375
2021-10-09,421.5494689941406,54968.22265625,3575.716796875
2021-10-10,405.0693054199219,54771.578125,3425.852783203125
2021-10-11,413.4562072753906,57484.7890625,3545.35400390625
2021-10-12,443.8675231933594,56041.05859375,3492.5732421875
2021-10-13,470.74969482421875,57401.09765625,3606.20166015625
2021-10-14,472.02239990234375,57321.5234375,3786.01416015625
2021-10-15,473.70263671875,61593.94921875,3862.634765625
2021-10-16,465.6424560546875,60892.1796875,3830.382080078125
2021-10-17,470.62554931640625,61553.6171875,3847.1044921875
2021-10-18,485.11102294921875,62026.078125,3748.76025390625
2021-10-19,488.14886474609375,64261.9921875,3877.65087890625
2021-10-20,501.02032470703125,65992.8359375,4155.9921875
2021-10-21,471.2569274902344,62210.171875,4054.32275390625
2021-10-22,478.6431579589844,60692.265625,3970.181884765625
2021-10-23,485.90643310546875,61393.6171875,4171.66357421875
2021-10-24,476.63311767578125,60930.8359375,4087.903076171875
2021-10-25,484.64508056640625,63039.82421875,4217.876953125
2021-10-26,478.0250549316406,60363.79296875,4131.10205078125
2021-10-27,449.00799560546875,58482.38671875,3930.25732421875
2021-10-28,492.0155334472656,60622.13671875,4287.31884765625
2021-10-29,529.6221313476562,62227.96484375,4414.74658203125
2021-10-30,527.9212036132812,61888.83203125,4325.650390625
2021-10-31,524.3644409179688,61318.95703125,4288.07421875
2021-11-01,551.2559204101562,61004.40625,4324.626953125
2021-11-02,554.4476318359375,63226.40234375,4584.798828125
2021-11-03,568.5787963867188,62970.046875,4607.19384765625
2021-11-04,559.7373046875,61452.23046875,4537.32421875
2021-11-05,608.6480712890625,61125.67578125,4486.2431640625
2021-11-06,636.1139526367188,61527.48046875,4521.5810546875
2021-11-07,650.4540405273438,63326.98828125,4620.5546875
2021-11-08,654.3150024414062,67566.828125,4812.08740234375
2021-11-09,635.1906127929688,66971.828125,4735.06884765625
2021-11-10,615.278076171875,64995.23046875,4636.17431640625
2021-11-11,629.892333984375,64949.9609375,4730.38427734375
2021-11-12,626.6425170898438,64155.94140625,4667.115234375
2021-11-13,650.1041259765625,64469.52734375,4651.46044921875
2021-11-14,650.9180908203125,65466.83984375,4626.35888671875
2021-11-15,633.0486450195312,63557.87109375,4557.50390625
2021-11-16,589.8228759765625,60161.24609375,4216.365234375
2021-11-17,578.0927734375,60368.01171875,4287.59375
2021-11-18,532.2376098632812,56942.13671875,4000.65087890625
2021-11-19,581.5308227539062,58119.578125,4298.306640625
2021-11-20,603.8400268554688,59697.1953125,4409.93115234375
2021-11-21,585.2942504882812,58730.4765625,4269.73291015625
2021-11-22,559.1270141601562,56289.2890625,4088.457763671875
2021-11-23,591.4395751953125,57569.07421875,4340.763671875
2021-11-24,581.3953247070312,56280.42578125,4239.9814453125
2021-11-25,603.730224609375,57274.6796875,4274.7431640625
2021-11-26,585.1473388671875,53569.765625,4030.908935546875
2021-11-27,600.3367919921875,54815.078125,4096.912109375
2021-11-28,611.3668212890625,57248.45703125,4294.45361328125
2021-11-29,624.31005859375,57806.56640625,4445.10498046875
2021-11-30,622.6698608398438,57005.42578125,4631.47900390625
2021-12-01,627.9715576171875,57229.828125,4586.990234375
2021-12-02,619.4701538085938,56477.81640625,4511.30224609375
2021-12-03,594.635986328125,53598.24609375,4220.7060546875
2021-12-04,569.0772705078125,49200.703125,4119.58740234375
2021-12-05,557.7830810546875,49368.84765625,4198.32275390625
2021-12-06,589.2561645507812,50582.625,4358.7373046875
2021-12-07,579.6898803710938,50700.0859375,4315.0615234375
2021-12-08,607.5927734375,50504.796875,4439.35791015625
2021-12-09,571.6489868164062,47672.12109375,4119.81591796875
2021-12-10,552.9668579101562,47243.3046875,3908.49609375
2021-12-11,564.322509765625,49362.5078125,4084.452392578125
2021-12-12,570.823974609375,50098.3359375,4134.453125
2021-12-13,521.0115966796875,46737.48046875,3784.226806640625
2021-12-14,511.2293701171875,46612.6328125,3745.4404296875
2021-12-15,541.0269775390625,48896.72265625,4018.388671875
2021-12-16,526.2465209960938,47665.42578125,3962.4697265625
2021-12-17,525.706298828125,46202.14453125,3879.486572265625
2021-12-18,533.891357421875,46848.77734375,3960.860107421875
2021-12-19,529.9720458984375,46707.015625,3922.592529296875
2021-12-20,523.1624755859375,46880.27734375,3933.844482421875
2021-12-21,528.7109985351562,48936.61328125,4020.260009765625
2021-12-22,533.6449584960938,48628.51171875,3982.099609375
